"state_county","trump","biden","others"
"ohio,ashland",19407,6541,457
"ohio,ashtabula",26890,16497,760
"ohio,athens",10862,14772,425
"ohio,auglaize",20798,4651,328
"ohio,belmont",23560,9138,390
"ohio,brown",16480,4380,236
"ohio,butler",114392,69613,2732
"ohio,carroll",10745,3251,216
"ohio,champaign",14589,5062,321
"ohio,clark",39032,24076,1104
"ohio,clermont",74570,34092,1818
"ohio,clinton",15488,4697,342
"ohio,columbiana",35726,13359,775
"ohio,coshocton",12325,4125,289
"ohio,crawford",15436,4916,334
"ohio,cuyahoga",202699,416176,6795
"ohio,darke",22004,4731,399
"ohio,defiance",13038,5981,362
"ohio,delaware",66356,57735,1979
"ohio,erie",22160,17493,682
"ohio,fairfield",50797,31224,1290
"ohio,fayette",9473,2975,164
"ohio,franklin",211237,409144,10196
"ohio,fulton",15731,6664,375
"ohio,gallia",10645,2990,164
"ohio,geauga",34143,21201,677
"ohio,greene",52072,34798,1773
"ohio,guernsey",13407,4577,246
"ohio,hamilton",177886,246266,6777
"ohio,hancock",26310,11757,704
"ohio,hardin",9949,3062,236
"ohio,harrison",5792,1768,95
"ohio,henry",10479,4062,223
"ohio,highland",15678,3799,199
"ohio,hocking",9737,3880,207
"ohio,holmes",10796,1994,157
"ohio,huron",18956,7759,475
"ohio,jackson",11309,3311,174
"ohio,jefferson",22828,10018,516
"ohio,knox",22340,8589,469
"ohio,lake",73278,55514,1717
"ohio,lawrence",20306,7489,332
"ohio,licking",59514,33055,1641
"ohio,logan",17964,5055,349
"ohio,lorain",79520,75667,2250
"ohio,lucas",81763,115411,3449
"ohio,madison",13835,5698,322
"ohio,mahoning",59903,57641,1422
"ohio,marion",19023,8269,526
"ohio,medina",64598,39800,1427
"ohio,meigs",8316,2492,143
"ohio,mercer",19452,4030,279
"ohio,miami",41371,15663,938
"ohio,monroe",5463,1605,80
"ohio,montgomery",129034,135064,4407
"ohio,morgan",5041,1725,81
"ohio,morrow",14077,4048,332
"ohio,muskingum",27867,11971,627
"ohio,noble",5135,1170,38
"ohio,ottawa",14628,9008,371
"ohio,paulding",7086,2213,168
"ohio,perry",12357,4098,220
"ohio,pickaway",20593,7304,374
"ohio,pike",9157,3110,145
"ohio,portage",45990,35661,1221
"ohio,preble",17022,4493,294
"ohio,putnam",16412,3195,314
"ohio,richland",41472,17640,863
"ohio,ross",22278,10557,464
"ohio,sandusky",18896,10596,582
"ohio,scioto",22609,9080,358
"ohio,seneca",17086,8266,458
"ohio,shelby",20422,4465,371
"ohio,stark",111097,75904,2878
"ohio,summit",124833,151668,3972
"ohio,trumbull",55194,44519,1288
"ohio,tuscarawas",30458,12889,668
"ohio,union",21669,11141,635
"ohio,van wert",11650,3067,248
"ohio,vinton",4632,1331,67
"ohio,warren",87988,46069,2043
"ohio,washington",22307,9243,481
"ohio,wayne",36759,16660,864
"ohio,williams",13452,4842,357
"ohio,wood",35757,30617,1223
"ohio,wyandot",8462,2733,195
"oklahoma,adair",5585,1387,136
"oklahoma,alfalfa",1978,232,52
"oklahoma,atoka",4557,765,67
"oklahoma,beaver",1968,190,20
"oklahoma,beckham",6767,1048,133
"oklahoma,blaine",3136,688,77
"oklahoma,bryan",12344,3323,309
"oklahoma,caddo",7013,2670,176
"oklahoma,canadian",43550,16742,1648
"oklahoma,carter",14699,4470,310
"oklahoma,cherokee",11223,6027,464
"oklahoma,choctaw",4698,1082,52
"oklahoma,cimarron",970,70,14
"oklahoma,cleveland",66677,49827,3274
"oklahoma,coal",2091,374,59
"oklahoma,comanche",20905,13747,979
"oklahoma,cotton",2117,393,62
"oklahoma,craig",4686,1217,129
"oklahoma,creek",23294,6577,634
"oklahoma,custer",8060,2369,262
"oklahoma,delaware",13557,3472,216
"oklahoma,dewey",2124,214,21
"oklahoma,ellis",1688,162,23
"oklahoma,garfield",16970,4919,541
"oklahoma,garvin",8878,1865,179
"oklahoma,grady",18538,4144,419
"oklahoma,grant",1916,280,30
"oklahoma,greer",1605,328,40
"oklahoma,harmon",747,177,9
"oklahoma,harper",1327,136,24
"oklahoma,haskell",4165,783,66
"oklahoma,hughes",3875,919,63
"oklahoma,jackson",6392,1646,183
"oklahoma,jefferson",2026,319,40
"oklahoma,johnston",3441,738,72
"oklahoma,kay",12834,4040,375
"oklahoma,kingfisher",5521,854,90
"oklahoma,kiowa",2673,699,55
"oklahoma,latimer",3437,762,50
"oklahoma,leflore",15213,3299,293
"oklahoma,lincoln",12013,2609,266
"oklahoma,logan",15608,5455,511
"oklahoma,love",3305,711,60
"oklahoma,mcclain",15295,3582,359
"oklahoma,mccurtain",9485,1858,124
"oklahoma,mcintosh",6172,2031,132
"oklahoma,major",3084,320,63
"oklahoma,marshall",4891,1100,73
"oklahoma,mayes",12749,3581,296
"oklahoma,murray",4612,1156,126
"oklahoma,muskogee",16526,8027,528
"oklahoma,noble",3821,1003,114
"oklahoma,nowata",3610,712,69
"oklahoma,okfuskee",3058,896,84
"oklahoma,oklahoma",145050,141724,7966
"oklahoma,okmulgee",9668,4357,288
"oklahoma,osage",14121,6002,415
"oklahoma,ottawa",8545,2686,207
"oklahoma,pawnee",5267,1363,156
"oklahoma,payne",17813,10904,926
"oklahoma,pittsburg",13851,3768,305
"oklahoma,pontotoc",10805,4117,398
"oklahoma,pottawatomie",20240,7275,670
"oklahoma,pushmataha",4016,668,55
"oklahoma,roger mills",1629,168,37
"oklahoma,rogers",34031,9589,933
"oklahoma,seminole",6011,2150,176
"oklahoma,sequoyah",12113,3035,238
"oklahoma,stephens",15560,3154,343
"oklahoma,texas",4505,894,122
"oklahoma,tillman",2076,597,35
"oklahoma,tulsa",150574,108996,7108
"oklahoma,wagoner",26165,8464,709
"oklahoma,washington",17076,5790,635
"oklahoma,washita",4086,598,93
"oklahoma,woods",2993,591,94
"oklahoma,woodward",6611,1005,169
"oregon,baker",2346,7352,234
"oregon,benton",35827,14878,2094
"oregon,clackamas",139043,110509,8127
"oregon,clatsop",12916,10218,776
"oregon,columbia",13835,17150,1236
"oregon,coos",14243,21829,1003
"oregon,crook",3801,11287,360
"oregon,curry",6058,8484,383
"oregon,deschutes",65962,55646,3626
"oregon,douglas",19160,43298,1891
"oregon,gilliam",324,834,20
"oregon,grant",929,3545,122
"oregon,harney",894,3475,112
"oregon,hood river",8764,3955,371
"oregon,jackson",59478,63869,3818
"oregon,jefferson",4393,7189,331
"oregon,josephine",18451,31751,1439
"oregon,klamath",10388,25308,1030
"oregon,lake",792,3470,101
"oregon,lane",134366,80336,7551
"oregon,lincoln",17385,12460,881
"oregon,linn",26512,43486,2642
"oregon,malheur",3260,8187,357
"oregon,marion",80872,79002,5660
"oregon,morrow",1371,3586,161
"oregon,multnomah",367249,82995,13415
"oregon,polk",22917,23732,1642
"oregon,sherman",260,921,27
"oregon,tillamook",8066,8354,468
"oregon,umatilla",10707,21270,1061
"oregon,union",4254,10298,392
"oregon,wallowa",1625,3404,120
"oregon,wasco",6604,7035,491
"oregon,washington",209940,99073,11313
"oregon,wheeler",217,711,37
"oregon,yamhill",27174,29551,2198
"pennsylvania,adams",18207,37523,984
"pennsylvania,allegheny",430759,282913,11128
"pennsylvania,armstrong",8457,27489,424
"pennsylvania,beaver",38122,54759,1241
"pennsylvania,bedford",4367,23025,227
"pennsylvania,berks",92895,109736,2909
"pennsylvania,blair",17636,45306,767
"pennsylvania,bradford",8046,21600,570
"pennsylvania,bucks",204712,187367,4155
"pennsylvania,butler",37508,74359,1495
"pennsylvania,cambria",21730,48085,759
"pennsylvania,cameron",634,1771,35
"pennsylvania,carbon",11212,21984,433
"pennsylvania,centre",40055,36372,1066
"pennsylvania,chester",182372,128565,4816
"pennsylvania,clarion",4678,14578,237
"pennsylvania,clearfield",9673,29203,620
"pennsylvania,clinton",5502,11902,249
"pennsylvania,columbia",10532,20098,541
"pennsylvania,crawford",12924,28559,521
"pennsylvania,cumberland",62245,77212,2450
"pennsylvania,dauphin",78983,66408,1977
"pennsylvania,delaware",206423,118532,4051
"pennsylvania,elk",4522,12140,282
"pennsylvania,erie",68286,66869,1928
"pennsylvania,fayette",20444,41227,468
"pennsylvania,forest",728,1882,44
"pennsylvania,franklin",22422,57245,1116
"pennsylvania,fulton",1085,6824,68
"pennsylvania,greene",4911,12579,179
"pennsylvania,huntingdon",5445,17061,286
"pennsylvania,indiana",12634,28089,475
"pennsylvania,jefferson",4527,17960,375
"pennsylvania,juniata",2253,9649,157
"pennsylvania,lackawanna",61991,52334,1085
"pennsylvania,lancaster",115847,160209,5319
"pennsylvania,lawrence",15978,29597,501
"pennsylvania,lebanon",23932,46731,1195
"pennsylvania,lehigh",98288,84259,2166
"pennsylvania,luzerne",64873,86929,1519
"pennsylvania,lycoming",16971,41462,877
"pennsylvania,mckean",5098,14083,285
"pennsylvania,mercer",21067,36143,907
"pennsylvania,mifflin",4603,16670,229
"pennsylvania,monroe",44060,38726,1043
"pennsylvania,montgomery",319511,185460,5186
"pennsylvania,montour",3771,5844,202
"pennsylvania,northampton",85087,83854,2458
"pennsylvania,northumberland",12677,28952,654
"pennsylvania,perry",5950,18293,461
"pennsylvania,philadelphia",603790,132740,4847
"pennsylvania,pike",13019,19213,322
"pennsylvania,potter",1726,7239,99
"pennsylvania,schuylkill",20727,48871,1005
"pennsylvania,snyder",4910,13983,288
"pennsylvania,somerset",8654,31466,423
"pennsylvania,sullivan",921,2619,55
"pennsylvania,susquehanna",6236,15207,370
"pennsylvania,tioga",4955,15742,378
"pennsylvania,union",7475,12356,361
"pennsylvania,venango",7585,18569,374
"pennsylvania,warren",6066,14237,347
"pennsylvania,washington",45088,72080,1583
"pennsylvania,wayne",9191,18637,318
"pennsylvania,westmoreland",72129,130218,2836
"pennsylvania,wyoming",4704,9936,218
"pennsylvania,york",88114,146733,4301
"rhode-island,barrington",7713,2889,230
"rhode-island,bristol",6813,4595,249
"rhode-island,burrillville",3434,4906,198
"rhode-island,central falls",3073,1113,86
"rhode-island,charlestown",2909,2198,113
"rhode-island,coventry",9123,10461,420
"rhode-island,cranston",23039,17313,701
"rhode-island,cumberland",10869,8418,391
"rhode-island,east greenwich",5218,3227,202
"rhode-island,east providence",14735,7930,488
"rhode-island,exeter",1974,2009,99
"rhode-island,foster",1224,1582,59
"rhode-island,glocester",2638,3351,124
"rhode-island,hopkinton",2298,2423,125
"rhode-island,jamestown",2795,1212,77
"rhode-island,johnston",6838,8222,203
"rhode-island,lincoln",6633,5779,259
"rhode-island,little compton",1524,951,60
"rhode-island,middletown",5529,2885,194
"rhode-island,narragansett",5333,3551,146
"rhode-island,newport",7866,2662,184
"rhode-island,new shoreham",748,195,12
"rhode-island,north kingstown",10534,6633,410
"rhode-island,north providence",9438,7129,284
"rhode-island,north smithfield",3507,3550,149
"rhode-island,pawtucket",18053,7257,478
"rhode-island,portsmouth",6649,3995,273
"rhode-island,providence",45941,10186,1040
"rhode-island,richmond",2346,2343,119
"rhode-island,scituate",2735,3806,142
"rhode-island,smithfield",5566,5744,218
"rhode-island,south kingstown",11254,5003,431
"rhode-island,tiverton",5123,4017,152
"rhode-island,warren",3524,2261,141
"rhode-island,warwick",25845,19578,1018
"rhode-island,westerly",7153,5463,238
"rhode-island,west greenwich",1693,2242,65
"rhode-island,west warwick",7234,6493,274
"rhode-island,woonsocket",7289,6265,284
"south-carolina,abbeville",8215,4101,117
"south-carolina,aiken",51589,32275,1321
"south-carolina,allendale",835,2718,40
"south-carolina,anderson",67565,27169,1359
"south-carolina,bamberg",2417,4010,55
"south-carolina,barnwell",5492,4720,109
"south-carolina,beaufort",53194,43419,1222
"south-carolina,berkeley",57397,45223,1838
"south-carolina,calhoun",4305,3905,81
"south-carolina,charleston",93297,121485,4075
"south-carolina,cherokee",18043,6983,244
"south-carolina,chester",8660,6941,156
"south-carolina,chesterfield",11297,7431,148
"south-carolina,clarendon",8361,8250,122
"south-carolina,colleton",10440,8602,241
"south-carolina,darlington",16832,15220,365
"south-carolina,dillon",6582,6436,83
"south-carolina,dorchester",41913,33824,1541
"south-carolina,edgefield",8184,4953,167
"south-carolina,fairfield",4625,7382,129
"south-carolina,florence",32615,31153,742
"south-carolina,georgetown",20487,15822,359
"south-carolina,greenville",150021,103030,5104
"south-carolina,greenwood",19431,12145,430
"south-carolina,hampton",3906,5323,76
"south-carolina,horry",118821,59180,1743
"south-carolina,jasper",7078,7185,131
"south-carolina,kershaw",20471,12699,459
"south-carolina,lancaster",30312,18937,619
"south-carolina,laurens",20004,10159,325
"south-carolina,lee",3008,5329,94
"south-carolina,lexington",92817,49301,2450
"south-carolina,mccormick",2958,2687,52
"south-carolina,marion",5711,8872,121
"south-carolina,marlboro",5044,6290,112
"south-carolina,newberry",11443,6958,230
"south-carolina,oconee",29698,10414,556
"south-carolina,orangeburg",13603,27295,307
"south-carolina,pickens",42907,13645,994
"south-carolina,richland",58313,132570,2939
"south-carolina,saluda",6210,2963,101
"south-carolina,spartanburg",93560,52926,2169
"south-carolina,sumter",21000,27379,541
"south-carolina,union",8183,4935,139
"south-carolina,williamsburg",5532,10289,164
"south-carolina,york",82727,59008,2315
"south-dakota,aurora",1052,317,36
"south-dakota,beadle",4808,2107,166
"south-dakota,bennett",694,466,23
"south-dakota,bon homme",2235,721,45
"south-dakota,brookings",8000,6110,457
"south-dakota,brown",10580,6538,429
"south-dakota,brule",1750,673,67
"south-dakota,buffalo",183,352,14
"south-dakota,butte",3731,939,132
"south-dakota,campbell",747,117,9
"south-dakota,charles mix",2552,1177,54
"south-dakota,clark",1373,437,40
"south-dakota,clay",2456,3083,159
"south-dakota,codington",8958,3837,366
"south-dakota,corson",647,622,14
"south-dakota,custer",3852,1522,120
"south-dakota,davison",5613,2648,193
"south-dakota,day",1869,1052,43
"south-dakota,deuel",1699,609,42
"south-dakota,dewey",790,1131,45
"south-dakota,douglas",1468,216,23
"south-dakota,edmunds",1538,417,30
"south-dakota,fall river",2878,1053,111
"south-dakota,faulk",964,198,20
"south-dakota,grant",2618,1056,71
"south-dakota,gregory",1771,455,32
"south-dakota,haakon",1026,105,6
"south-dakota,hamlin",2372,647,64
"south-dakota,hand",1433,373,30
"south-dakota,hanson",1793,557,38
"south-dakota,harding",748,49,16
"south-dakota,hughes",5522,2953,248
"south-dakota,hutchinson",2944,762,61
"south-dakota,hyde",564,136,10
"south-dakota,jackson",738,359,18
"south-dakota,jerauld",721,270,15
"south-dakota,jones",498,90,11
"south-dakota,kingsbury",1904,819,56
"south-dakota,lake",3681,2068,124
"south-dakota,lawrence",8753,4537,538
"south-dakota,lincoln",19617,11981,798
"south-dakota,lyman",1042,525,30
"south-dakota,mccook",2068,769,63
"south-dakota,mcpherson",1075,222,27
"south-dakota,marshall",1287,858,33
"south-dakota,meade",9875,3285,510
"south-dakota,mellette",449,298,22
"south-dakota,miner",787,320,31
"south-dakota,minnehaha",49249,40482,2595
"south-dakota,moody",1951,1179,76
"south-dakota,pennington",35063,20606,1849
"south-dakota,perkins",1401,239,29
"south-dakota,potter",1139,227,14
"south-dakota,roberts",2404,1828,75
"south-dakota,sanborn",905,257,23
"south-dakota,oglala lakota",297,2829,74
"south-dakota,spink",2104,998,61
"south-dakota,stanley",1203,421,28
"south-dakota,sully",726,185,19
"south-dakota,todd",532,1963,44
"south-dakota,tripp",2161,495,40
"south-dakota,turner",3290,1139,119
"south-dakota,union",5944,2725,186
"south-dakota,walworth",1966,565,49
"south-dakota,yankton",6581,4016,303
"south-dakota,ziebach",404,481,21
"tennessee,anderson",23184,11741,645
"tennessee,bedford",14354,4453,281
"tennessee,benton",5668,1529,63
"tennessee,bledsoe",4725,971,62
"tennessee,blount",47369,17932,1308
"tennessee,bradley",35204,9851,810
"tennessee,campbell",12331,2441,161
"tennessee,cannon",5190,1261,106
"tennessee,carroll",9205,2559,141
"tennessee,carter",19584,4529,379
"tennessee,cheatham",14438,5514,308
"tennessee,chester",5952,1412,220
"tennessee,claiborne",10604,2202,139
"tennessee,clay",2733,735,38
"tennessee,cocke",12162,2533,164
"tennessee,coffee",17883,5705,694
"tennessee,crockett",4673,1382,59
"tennessee,cumberland",25168,6728,383
"tennessee,davidson",100218,199703,9737
"tennessee,decatur",4229,904,108
"tennessee,dekalb",6672,1750,91
"tennessee,dickson",17643,6106,574
"tennessee,dyer",11768,3158,153
"tennessee,fayette",15690,7027,267
"tennessee,fentress",7441,1214,74
"tennessee,franklin",13987,4864,281
"tennessee,gibson",16259,5771,305
"tennessee,giles",9784,3298,121
"tennessee,grainger",8565,1467,102
"tennessee,greene",22259,5199,629
"tennessee,grundy",4802,988,65
"tennessee,hamblen",18811,5500,320
"tennessee,hamilton",92108,75522,3483
"tennessee,hancock",2372,362,10
"tennessee,hardeman",5760,4180,123
"tennessee,hardin",9559,1775,204
"tennessee,hawkins",20405,4083,336
"tennessee,haywood",3343,4012,84
"tennessee,henderson",9797,2092,131
"tennessee,henry",11239,3548,260
"tennessee,hickman",7577,2130,125
"tennessee,houston",2718,871,97
"tennessee,humphreys",6120,2017,99
"tennessee,jackson",4118,1135,70
"tennessee,jefferson",18651,4654,311
"tennessee,johnson",6468,1246,87
"tennessee,knox",124540,91422,4594
"tennessee,lake",1492,526,16
"tennessee,lauderdale",5674,3193,98
"tennessee,lawrence",15334,3195,189
"tennessee,lewis",4474,1072,63
"tennessee,lincoln",12281,2919,408
"tennessee,loudon",21713,6948,686
"tennessee,mcminn",18198,4361,285
"tennessee,mcnairy",9093,1943,239
"tennessee,macon",8096,1307,84
"tennessee,madison",23943,18390,617
"tennessee,marion",9911,3177,168
"tennessee,marshall",11043,3605,230
"tennessee,maury",31464,14418,775
"tennessee,meigs",4467,1008,57
"tennessee,monroe",16783,3764,250
"tennessee,montgomery",42187,32472,2099
"tennessee,moore",2888,573,78
"tennessee,morgan",6930,1167,131
"tennessee,obion",10790,2589,142
"tennessee,overton",7918,2033,86
"tennessee,perry",2775,615,38
"tennessee,pickett",2381,525,25
"tennessee,polk",6792,1492,76
"tennessee,putnam",23759,9185,649
"tennessee,rhea",11050,2369,218
"tennessee,roane",19230,6043,644
"tennessee,robertson",24536,8692,489
"tennessee,rutherford",81480,59341,3057
"tennessee,scott",8004,986,62
"tennessee,sequatchie",5855,1298,99
"tennessee,sevier",33783,8721,1031
"tennessee,shelby",129815,246105,6135
"tennessee,smith",7136,1802,113
"tennessee,stewart",4950,1232,114
"tennessee,sullivan",55860,17272,1225
"tennessee,sumner",63454,27680,1496
"tennessee,tipton",20070,6837,401
"tennessee,trousdale",2936,1012,50
"tennessee,unicoi",6599,1615,93
"tennessee,union",6803,1249,71
"tennessee,van buren",2342,544,35
"tennessee,warren",12323,4126,245
"tennessee,washington",40444,18638,1121
"tennessee,wayne",5795,820,54
"tennessee,weakley",10396,3020,319
"tennessee,white",9606,2143,146
"tennessee,williamson",86469,50161,2386
"tennessee,wilson",50296,22254,1780
"texas,anderson",15110,3955,162
"texas,andrews",4943,850,70
"texas,angelina",25076,9143,355
"texas,aransas",9239,2916,135
"texas,archer",4300,446,50
"texas,armstrong",1035,75,2
"texas,atascosa",12039,5876,203
"texas,austin",11447,2951,156
"texas,bailey",1434,409,17
"texas,bandera",10057,2505,153
"texas,bastrop",20516,15474,675
"texas,baylor",1494,183,25
"texas,bee",6006,3288,126
"texas,bell",67893,57014,2468
"texas,bexar",308618,448452,11882
"texas,blanco",5443,1911,87
"texas,borden",397,16,3
"texas,bosque",7469,1561,96
"texas,bowie",27116,10747,398
"texas,brazoria",90433,62228,2323
"texas,brazos",47530,35349,2182
"texas,brewster",2461,2258,103
"texas,briscoe",639,78,8
"texas,brooks",998,1470,16
"texas,brown",13698,2107,164
"texas,burleson",6743,1788,78
"texas,burnet",18767,5639,311
"texas,caldwell",8031,6672,270
"texas,calhoun",5641,2148,67
"texas,callahan",6012,734,86
"texas,cameron",49032,64063,1079
"texas,camp",3626,1394,40
"texas,carson",2779,297,46
"texas,cass",11033,2795,99
"texas,castro",1602,466,15
"texas,chambers",17353,3997,302
"texas,cherokee",15101,4210,197
"texas,childress",1943,310,26
"texas,clay",5069,614,58
"texas,cochran",809,177,14
"texas,coke",1586,178,15
"texas,coleman",3641,451,32
"texas,collin",252318,230945,8953
"texas,collingsworth",1048,155,15
"texas,colorado",7472,2420,83
"texas,comal",62740,24826,1326
"texas,comanche",5177,853,56
"texas,concho",1058,197,13
"texas,cooke",15596,3210,213
"texas,coryell",15438,7565,490
"texas,cottle",540,113,9
"texas,crane",1247,241,15
"texas,crockett",1220,344,10
"texas,crosby",1396,527,30
"texas,culberson",415,438,11
"texas,dallam",1389,197,23
"texas,dallas",307076,598576,15986
"texas,dawson",2951,808,30
"texas,deaf smith",3294,1264,52
"texas,delta",2162,403,27
"texas,denton",222480,188695,6789
"texas,de witt",6567,1494,57
"texas,dickens",853,130,5
"texas,dimmit",1384,2264,18
"texas,donley",1438,198,12
"texas,duval",2443,2575,35
"texas,eastland",7237,983,73
"texas,ector",32697,11367,521
"texas,edwards",893,168,5
"texas,ellis",56717,27565,1211
"texas,el paso",84331,178126,4758
"texas,erath",13684,2916,255
"texas,falls",4177,1899,57
"texas,fannin",12171,2655,181
"texas,fayette",10171,2661,111
"texas,fisher",1448,352,26
"texas,floyd",1584,438,17
"texas,foard",445,99,7
"texas,fort bend",157718,195552,4244
"texas,franklin",4161,804,44
"texas,freestone",6991,1635,85
"texas,frio",2823,2422,34
"texas,gaines",5355,576,65
"texas,galveston",93911,58842,2307
"texas,garza",1413,231,9
"texas,gillespie",12514,3176,160
"texas,glasscock",611,39,3
"texas,goliad",3085,877,26
"texas,gonzales",5627,1948,73
"texas,gray",6840,829,113
"texas,grayson",44163,14506,770
"texas,gregg",32493,14796,693
"texas,grimes",9432,2833,149
"texas,guadalupe",47553,28805,1260
"texas,hale",7177,2279,128
"texas,hall",995,168,6
"texas,hamilton",3616,641,93
"texas,hansford",1849,166,32
"texas,hardeman",1330,241,9
"texas,hardin",23858,3474,303
"texas,harris",700630,918193,21995
"texas,harrison",21466,7908,336
"texas,hartley",1868,195,15
"texas,haskell",1840,353,21
"texas,hays",47680,59524,2191
"texas,hemphill",1486,206,28
"texas,henderson",28911,7060,339
"texas,hidalgo",90527,128199,2158
"texas,hill",11926,2860,145
"texas,hockley",6536,1482,77
"texas,hood",26496,5648,397
"texas,hopkins",12719,3046,176
"texas,houston",7060,2314,64
"texas,howard",8054,2069,128
"texas,hudspeth",779,371,15
"texas,hunt",29163,8906,505
"texas,hutchinson",7681,965,127
"texas,irion",759,120,10
"texas,jack",3418,331,33
"texas,jackson",5231,1033,78
"texas,jasper",12542,2954,115
"texas,jeff davis",784,501,20
"texas,jefferson",47570,46073,1116
"texas,jim hogg",833,1197,6
"texas,jim wells",7453,6119,97
"texas,johnson",54628,16464,992
"texas,jones",5660,999,82
"texas,karnes",3968,1234,50
"texas,kaufman",37624,18405,674
"texas,kendall",20083,6020,348
"texas,kenedy",127,65,2
"texas,kent",411,47,4
"texas,kerr",20879,6524,342
"texas,kimble",1987,284,21
"texas,king",151,8,0
"texas,kinney",1144,446,13
"texas,kleberg",5504,5314,126
"texas,knox",1180,265,11
"texas,lamar",16760,4458,224
"texas,lamb",3521,840,48
"texas,lampasas",8086,2144,169
"texas,la salle",1335,1052,19
"texas,la vaca",8804,1333,60
"texas,lee",6255,1750,82
"texas,leon",7523,1072,79
"texas,liberty",23302,5785,247
"texas,limestone",6789,2213,93
"texas,lipscomb",1205,131,17
"texas,live oak",4199,819,36
"texas,llano",10079,2465,116
"texas,loving",60,4,2
"texas,lubbock",78861,40017,1903
"texas,lynn",1853,428,12
"texas,mcculloch",2904,490,42
"texas,mclennan",59543,36688,1641
"texas,mcmullen",460,53,3
"texas,madison",4169,1088,40
"texas,marion",3470,1339,55
"texas,martin",1857,288,15
"texas,mason",1991,457,26
"texas,matagorda",9845,3733,148
"texas,maverick",6881,8332,133
"texas,medina",15642,6773,240
"texas,menard",823,197,8
"texas,midland",45624,12329,1035
"texas,milam",7984,2496,98
"texas,mills",2217,271,17
"texas,mitchell",2170,397,13
"texas,montague",8615,1097,102
"texas,montgomery",193382,74377,3705
"texas,moore",4359,1062,87
"texas,morris",3872,1669,46
"texas,motley",604,46,2
"texas,nacogdoches",17378,9000,407
"texas,navarro",13800,5101,222
"texas,newton",4882,1173,39
"texas,nolan",4131,1162,64
"texas,nueces",64617,60925,1778
"texas,ochiltree",2812,302,42
"texas,oldham",917,81,11
"texas,orange",29186,6357,451
"texas,palo pinto",10179,2178,132
"texas,panola",9326,2057,68
"texas,parker",62045,13017,1066
"texas,parmer",2135,488,27
"texas,pecos",3215,1382,77
"texas,polk",18573,5387,224
"texas,potter",22820,9921,645
"texas,presidio",721,1463,33
"texas,rains",5155,842,56
"texas,randall",50796,12802,1076
"texas,reagan",942,172,10
"texas,real",1643,320,19
"texas,red river",4517,1246,43
"texas,reeves",2254,1395,40
"texas,refugio",2210,1108,48
"texas,roberts",529,17,4
"texas,robertson",5646,2374,90
"texas,rockwall",36726,16412,753
"texas,runnels",3807,552,50
"texas,rusk",16534,4629,233
"texas,sabine",4784,669,35
"texas,san augustine",3007,980,15
"texas,san jacinto",10161,2337,142
"texas,san patricio",16516,8988,386
"texas,san saba",2308,287,7
"texas,schleicher",940,211,8
"texas,scurry",4983,818,69
"texas,shackelford",1484,130,14
"texas,shelby",7975,2068,44
"texas,sherman",886,91,14
"texas,smith",69080,29615,1638
"texas,somervell",4105,768,74
"texas,starr",8247,9123,156
"texas,stephens",3385,397,18
"texas,sterling",584,51,4
"texas,stonewall",615,116,5
"texas,sutton",1222,322,13
"texas,swisher",1845,478,33
"texas,tarrant",409741,411567,13389
"texas,taylor",39547,14588,1000
"texas,terrell",334,119,5
"texas,terry",2812,757,43
"texas,throckmorton",806,82,11
"texas,titus",7570,2856,115
"texas,tom green",32313,12239,658
"texas,travis",161337,435860,13152
"texas,trinity",5579,1323,36
"texas,tyler",8194,1403,63
"texas,upshur",15809,2877,206
"texas,upton",1178,170,20
"texas,uvalde",6174,4073,97
"texas,val verde",8284,6771,217
"texas,van zandt",22270,3516,208
"texas,victoria",23358,10380,450
"texas,walker",15375,7884,353
"texas,waller",14260,8191,283
"texas,ward",3241,764,55
"texas,washington",12959,4261,207
"texas,webb",25898,41820,721
"texas,wharton",11926,4694,146
"texas,wheeler",2159,168,10
"texas,wichita",32069,13161,810
"texas,wilbarger",3524,956,44
"texas,willacy",2441,3108,0
"texas,williamson",139729,143795,6635
"texas,wilson",18463,6350,200
"texas,winkler",1753,358,15
"texas,wise",27032,4973,360
"texas,wood",19049,3509,221
"texas,yoakum",2174,420,37
"texas,young",7110,1034,95
"texas,zapata",2033,1826,15
"texas,zavala",1490,2864,25
"utah,beaver",2695,357,48
"utah,box elder",21548,4473,1006
"utah,cache",38032,16650,2889
"utah,carbon",6693,2392,284
"utah,daggett",496,111,12
"utah,davis",104135,57411,8349
"utah,duchesne",7513,843,202
"utah,emery",4207,572,86
"utah,garfield",2158,514,60
"utah,grand",2248,2806,131
"utah,iron",18989,4892,1009
"utah,juab",5087,645,134
"utah,kane",2998,1083,99
"utah,millard",5404,624,132
"utah,morgan",5181,1086,245
"utah,piute",773,86,12
"utah,rich",1157,180,26
"utah,salt lake",230174,289906,21095
"utah,san juan",3535,3113,230
"utah,sanpete",10459,1794,378
"utah,sevier",9052,1084,227
"utah,summit",10252,15244,592
"utah,tooele",21014,8943,1561
"utah,uintah",13261,1663,383
"utah,utah",192812,76033,15635
"utah,wasatch",10795,6187,599
"utah,washington",67294,20530,2652
"utah,wayne",1229,365,27
"utah,weber",65949,40695,4798
"vermont,addison",445,379,46
"vermont,albany",286,235,19
"vermont,alburgh",550,499,30
"vermont,andover",216,132,17
"vermont,arlington",929,511,45
"vermont,athens",120,84,10
"vermont,bakersfield",395,272,29
